X_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
781641,106 Millwood Rd,Appeal - Front Yard Parking,0,38,74,31,19,25% of ballots received by voters,2,74,0,5,2018-05-09,0,74,2021-05-10,2018-04-09,20,50% + 1 of received ballots,FYPA 2018-079,906,In Favour,85,Yes
781642,165 Fairlawn Ave,Front Yard Parking,0,76,131,67,32,25% of ballots received by voters,1,128,3,8,2018-05-10,0,131,2021-05-11,2018-04-10,39,50% + 1 of received ballots,FYP 2018-080,907,In Favour,148,Yes
781643,356 Bartlett Ave N,Front Yard Parking,0,61,145,31,36,25% of ballots received by voters,6,143,2,24,2018-05-19,0,145,2021-05-20,2018-04-19,32,50% + 1 of received ballots,FYP 2018-081,908,Opposed,197,Yes
781644,,Traffic Calming,0,56,104,49,46,50% + 1 of ballots received by voters,4,90,14,3,2018-05-18,0,104,2020-05-19,2018-04-18,34,60% of received ballots,TCP 2018-082,909,In Favour,121,Yes
781645,,Traffic Calming,0,92,157,74,74,50% + 1 of ballots received by voters,15,145,12,3,2018-05-19,1,157,2020-05-20,2018-04-19,56,60% of received ballots,TCP 2018-083,910,In Favour,189,Yes
781646,535 Queen St W,Boulevard Cafe,0,44,159,40,39,25% of ballots received by voters,3,155,4,1,2018-05-26,0,159,2020-05-27,2018-04-26,23,50% + 1 of received ballots,BCP 2018-084,911,In Favour,168,Yes
781647,1485 Dupont St,Boulevard Cafe,0,24,204,12,50,25% of ballots received by voters,10,197,7,2,2018-06-02,0,204,2020-06-03,2018-05-03,N/A,50% + 1 of received ballots,BCP 2018-085,912,Response Rate Not Met,252,No
781648,441 Soudan Ave,Front Yard Parking,0,37,55,31,14,25% of ballots received by voters,0,55,0,6,2018-05-26,0,55,2021-05-27,2018-04-26,20,50% + 1 of received ballots,FYP 2018-086,913,In Favour,63,Yes
781649,90 Chatsworth Dr,Front Yard Parking,0,25,84,23,18,25% of ballots received by voters,2,69,15,0,2018-05-30,0,84,2021-05-31,2018-04-30,14,50% + 1 of received ballots,FYP 2018-087,914,In Favour,94,Yes
781650,,Traffic Calming,0,103,196,77,95,50% + 1 of ballots received by voters,20,187,9,6,2018-05-30,0,196,2020-05-31,2018-04-30,62,60% of received ballots,TCP 2018-088,922,In Favour,225,Yes
781651,581 Willard Ave,Front Yard Parking,0,30,60,16,15,25% of ballots received by voters,11,59,1,3,2018-06-15,0,60,2021-06-16,2018-05-16,16,50% + 1 of received ballots,FYP 2018-089,923,In Favour,76,Yes
781652,71 Kings Park Blvd,Front Yard Parking,0,53,95,43,24,25% of ballots received by voters,5,94,1,5,2018-06-21,0,95,2021-06-22,2018-05-22,28,50% + 1 of received ballots,FYP 2018-090,924,In Favour,105,Yes
781653,97 Beresford Ave,Front Yard Parking,0,30,64,28,16,25% of ballots received by voters,2,64,0,0,2018-06-16,0,64,2021-06-17,2018-05-17,16,50% + 1 of received ballots,FYP 2018-091,925,In Favour,85,Yes
781654,88 St John's Rd,Front Yard Parking,0,28,63,28,15,25% of ballots received by voters,0,59,4,0,2018-06-16,0,63,2021-06-17,2018-05-17,15,50% + 1 of received ballots,FYP 2018-092,926,In Favour,87,Yes
781655,,Traffic Calming,0,101,154,37,76,50% + 1 of ballots received by voters,52,149,5,12,2018-06-13,0,154,2020-06-14,2018-05-14,61,60% of received ballots,TCP 2018-093,927,Opposed,189,Yes
781656,,Traffic Calming,0,136,277,100,136,50% + 1 of ballots received by voters,24,270,7,12,2018-06-23,0,277,2020-06-24,2018-05-24,82,60% of received ballots,TCP 2018-094,928,In Favour,312,Yes
781657,,Traffic Calming,0,69,157,45,75,50% + 1 of ballots received by voters,15,148,9,9,2018-06-14,0,157,2020-06-15,2018-05-15,N/A,60% of received ballots,TCP 2018-095,929,Response Rate Not Met,166,No
781658,,Traffic Calming,0,0,3,0,3,50% + 1 of ballots received by voters,0,3,0,0,2018-06-13,0,3,2020-06-14,2018-05-14,N/A,60% of received ballots,TCP 2018-096,930,Response Rate Not Met,10,No
781659,,Permit Parking,1,62,94,46,23,25% of ballots received by voters,9,92,2,6,2018-06-09,0,94,2020-06-10,2018-05-10,32,50% + 1 of received ballots,PPP 2018-097,931,In Favour,107,Yes
781660,139 Northland Ave,Front Yard Parking,1,59,115,48,28,25% of ballots received by voters,1,113,2,9,2018-06-21,0,115,2021-06-22,2018-05-22,31,50% + 1 of received ballots,FYP 2018-098,932,In Favour,122,Yes
781661,29 Spring Grove Ave,Front Yard Parking,0,39,84,35,21,25% of ballots received by voters,3,81,3,1,2018-06-15,1,84,2021-06-16,2018-05-16,21,50% + 1 of received ballots,FYP 2018-099,933,In Favour,99,Yes
781662,477 Church St (former Toronto),Boulevard Cafe,0,29,323,15,69,25% of ballots received by voters,13,276,47,1,2018-06-23,0,323,2020-06-24,2018-05-24,N/A,50% + 1 of received ballots,BCP 2018-100,934,Response Rate Not Met,345,No
781663,137 Priscilla Ave,Front Yard Parking,0,38,76,33,19,25% of ballots received by voters,1,76,0,4,2018-06-21,0,76,2021-06-22,2018-05-22,20,50% + 1 of received ballots,FYP 2018-101,935,In Favour,86,Yes
781664,140 Hepbourne St,Front Yard Parking,0,28,90,14,22,25% of ballots received by voters,9,85,5,5,2018-06-27,0,90,2021-06-28,2018-05-28,15,50% + 1 of received ballots,FYP 2018-102,936,Opposed,115,Yes
781665,268 Prescott Ave,Front Yard Parking,0,37,92,35,22,25% of ballots received by voters,0,87,5,2,2018-07-07,0,92,2021-07-08,2018-06-07,20,50% + 1 of received ballots,FYP 2018-103,937,In Favour,116,Yes
781666,54 Rhodes Ave,Front Yard Parking,0,52,99,38,24,25% of ballots received by voters,5,95,4,9,2018-07-07,0,99,2021-07-08,2018-06-07,27,50% + 1 of received ballots,FYP 2018-104,938,In Favour,106,Yes
781667,324 Runnymede Rd,Front Yard Parking,0,45,117,39,27,25% of ballots received by voters,1,106,11,5,2018-07-04,0,117,2021-07-05,2018-06-04,24,50% + 1 of received ballots,FYP 2018-105,939,In Favour,142,Yes
781668,2592 Yonge St,Boulevard Cafe,0,40,66,5,16,25% of ballots received by voters,35,63,3,0,2018-07-12,0,66,2020-07-13,2018-06-12,21,50% + 1 of received ballots,BCP 2018-106,940,Opposed,80,Yes
781669,680 College St (former Toronto),Boulevard Cafe,0,22,154,19,34,25% of ballots received by voters,3,133,21,0,2018-07-06,0,154,2020-07-07,2018-06-06,N/A,50% + 1 of received ballots,BCP 2018-107,941,Response Rate Not Met,196,No
781670,242 Lauder Ave,Front Yard Parking,0,46,112,40,26,25% of ballots received by voters,4,103,9,2,2018-07-11,0,112,2021-07-12,2018-06-11,24,50% + 1 of received ballots,FYP 2018-108,942,In Favour,148,Yes
781671,1715 St Clair Ave W,Boulevard Cafe,0,48,125,38,31,25% of ballots received by voters,3,121,4,7,2018-07-11,0,125,2020-07-12,2018-06-11,25,50% + 1 of received ballots,BCP 2018-109,943,In Favour,158,Yes
781672,32 Gresham Rd,Front Yard Parking,0,56,85,47,21,25% of ballots received by voters,3,83,2,6,2018-07-12,0,85,2021-07-13,2018-06-12,29,50% + 1 of received ballots,FYP 2018-110,944,In Favour,96,Yes
781673,,Traffic Calming,0,11,17,10,10,50% + 1 of ballots received by voters,0,17,0,1,2018-07-27,0,17,2020-07-28,2018-06-27,7,60% of received ballots,TCP 2018-112,946,In Favour,24,Yes
781674,50 Roe Ave,Front Yard Parking,0,47,117,46,30,25% of ballots received by voters,0,117,0,1,2018-07-27,0,117,2021-07-28,2018-06-27,25,50% + 1 of received ballots,FYP 2018-113,947,In Favour,137,Yes
781675,77 Armadale Ave,Front Yard Parking,0,27,54,18,14,25% of ballots received by voters,4,54,0,5,2018-07-25,0,54,2021-07-26,2018-06-25,15,50% + 1 of received ballots,FYP 2018-114,948,In Favour,57,Yes
781676,90 Beech Ave,Appeal - Front Yard Parking,0,25,55,15,13,25% of ballots received by voters,10,50,5,0,2018-08-02,1,55,2021-08-03,2018-07-03,14,50% + 1 of received ballots,FYPA 2018-115,949,In Favour,109,Yes
781677,,Traffic Calming,0,110,198,60,97,50% + 1 of ballots received by voters,46,191,7,4,2018-08-03,8,198,2020-08-04,2018-07-04,66,60% of received ballots,TCP 2018-116,950,Opposed,240,Yes
781678,,Traffic Calming,0,29,86,23,43,50% + 1 of ballots received by voters,5,83,3,1,2018-07-26,0,86,2020-07-27,2018-06-26,N/A,60% of received ballots,TCP 2018-117,951,Response Rate Not Met,108,No
781679,,Traffic Calming,0,66,204,51,95,50% + 1 of ballots received by voters,10,188,16,5,2018-08-04,0,204,2020-08-05,2018-07-05,N/A,60% of received ballots,TCP 2018-118,955,Response Rate Not Met,244,No
781680,118 Northland Ave,Front Yard Parking,0,46,86,35,21,25% of ballots received by voters,8,84,2,3,2018-08-29,0,86,2021-08-30,2018-07-30,24,50% + 1 of received ballots,FYP 2018-119,957,In Favour,99,Yes
781681,83 Astoria Ave,Front Yard Parking,0,18,30,13,8,25% of ballots received by voters,2,29,1,3,2018-08-09,0,30,2021-08-10,2018-07-10,10,50% + 1 of received ballots,FYP 2018-120,958,In Favour,36,Yes
781682,2190 Bloor St W,Boulevard Cafe,0,13,89,8,16,25% of ballots received by voters,5,62,27,0,2018-08-11,0,89,2020-08-12,2018-07-12,N/A,50% + 1 of received ballots,BCP 2018-121,959,Response Rate Not Met,103,No
781683,,Traffic Calming,0,49,80,39,41,50% + 1 of ballots received by voters,7,80,0,3,2018-08-15,1,80,2020-08-16,2018-07-16,30,60% of received ballots,TCP 2018-122,960,In Favour,85,Yes
781684,,Traffic Calming,0,204,878,148,409,50% + 1 of ballots received by voters,41,816,62,15,2018-08-15,1,878,2020-08-16,2018-07-16,N/A,60% of received ballots,TCP 2018-124,962,Response Rate Not Met,914,No
781685,,Traffic Calming,0,33,122,25,57,50% + 1 of ballots received by voters,6,111,11,2,2018-08-16,0,122,2020-08-17,2018-07-17,N/A,60% of received ballots,TCP 2018-125,963,Response Rate Not Met,146,No
781686,,Traffic Calming,0,158,282,125,132,50% + 1 of ballots received by voters,30,262,20,3,2018-08-29,0,282,2020-08-30,2018-07-30,95,60% of received ballots,TCP 2018-128,966,In Favour,332,Yes
781687,,Traffic Calming,0,168,652,137,296,50% + 1 of ballots received by voters,22,589,63,9,2018-08-30,0,652,2020-08-31,2018-07-31,N/A,60% of received ballots,TCP 2018-130,968,Response Rate Not Met,783,No
781688,744 St Clair Ave W,Boulevard Cafe,0,24,76,4,19,25% of ballots received by voters,8,75,1,12,2018-08-18,0,76,2020-08-19,2018-07-19,13,50% + 1 of received ballots,BCP 2018-131,969,Opposed,85,Yes
781689,,Traffic Calming,0,8,20,8,11,50% + 1 of ballots received by voters,0,20,0,0,2018-10-12,0,20,2020-10-13,2018-09-12,N/A,60% of received ballots,TCP 2018-132,970,Response Rate Not Met,22,No
781690,,Traffic Calming,0,36,73,28,38,50% + 1 of ballots received by voters,5,73,0,3,2018-10-12,0,73,2020-10-13,2018-09-12,N/A,60% of received ballots,TCP 2018-133,971,Response Rate Not Met,80,No
781691,798 Bloor St W,Boulevard Cafe,0,20,66,4,15,25% of ballots received by voters,13,60,6,3,2018-08-23,0,66,2020-08-24,2018-07-24,11,50% + 1 of received ballots,BCP 2018-134,972,Opposed,75,Yes
781692,25 Humewood Dr,Front Yard Parking,0,38,53,19,13,25% of ballots received by voters,16,51,2,3,2018-08-30,2,53,2021-08-31,2018-07-31,20,50% + 1 of received ballots,FYP 2018-135,973,Opposed,64,Yes
781693,17 Nelles Ave,Front Yard Parking,0,20,58,11,14,25% of ballots received by voters,6,56,2,3,2018-08-29,0,58,2021-08-30,2018-07-30,11,50% + 1 of received ballots,FYP 2018-136,974,In Favour,65,Yes
781694,54 Coolmine Rd,Front Yard Parking,0,34,100,28,25,25% of ballots received by voters,0,97,3,6,2018-08-31,0,100,2021-09-01,2018-08-01,18,50% + 1 of received ballots,FYP 2018-137,975,In Favour,140,Yes
781695,100 Aileen Ave,Appeal - Front Yard Parking,0,32,67,26,17,25% of ballots received by voters,0,66,1,6,2018-09-01,0,67,2021-09-02,2018-08-02,17,50% + 1 of received ballots,FYPA 2018-138,976,In Favour,79,Yes
781696,413A Spadina Rd,Boulevard Cafe,0,29,219,18,41,25% of ballots received by voters,10,164,55,1,2018-09-12,0,219,2020-09-13,2018-08-13,N/A,50% + 1 of received ballots,BCP 2018-139,977,Response Rate Not Met,225,No
781697,,Traffic Calming,0,45,143,31,71,50% + 1 of ballots received by voters,10,139,4,4,2018-08-31,0,143,2020-09-01,2018-08-01,N/A,60% of received ballots,TCP 2018-140,979,Response Rate Not Met,166,No
781698,,Business Improvement Area,0,116,302,104,84,30% of ballots received by voters or 100,9,280,22,3,2018-10-19,78,302,2020-10-20,2018-08-20,58,50% of received ballots,BIA 2018-141,980,In Favour,2529,Yes
781699,375 Beresford Ave,Front Yard Parking,0,41,111,40,27,25% of ballots received by voters,1,107,4,0,2018-09-20,0,111,2021-09-21,2018-08-21,22,50% + 1 of received ballots,FYP 2018-142,981,In Favour,130,Yes
781700,127 Greenlaw Ave,Front Yard Parking,0,32,68,26,17,25% of ballots received by voters,0,68,0,6,2018-09-20,0,68,2021-09-21,2018-08-21,17,50% + 1 of received ballots,FYP 2018-143,982,In Favour,90,Yes
781701,596 College St (former Toronto),Boulevard Cafe,0,26,255,20,54,25% of ballots received by voters,4,215,40,2,2018-10-18,0,255,2020-10-19,2018-09-18,N/A,50% + 1 of received ballots,BCP 2018-146,986,Response Rate Not Met,279,No
781702,,Traffic Calming,0,77,254,60,104,50% + 1 of ballots received by voters,10,205,49,7,2018-10-17,2,254,2020-10-18,2018-09-17,N/A,60% of received ballots,TCP 2018-147,987,Response Rate Not Met,314,No
781703,,Permit Parking,0,69,164,44,41,25% of ballots received by voters,23,162,2,2,2019-01-03,24,164,2021-01-04,2018-12-04,36,50% + 1 of received ballots,PPP 2018-148,988,In Favour,167,Yes
781704,1006 Bloor St W,Boulevard Cafe,0,22,62,13,15,25% of ballots received by voters,2,60,2,7,2018-10-17,0,62,2020-10-18,2018-09-17,12,50% + 1 of received ballots,BCP 2018-149,989,In Favour,70,Yes
781705,177 Cedric Ave,Front Yard Parking,0,49,169,34,42,25% of ballots received by voters,11,166,3,4,2018-10-17,0,169,2021-10-18,2018-09-17,26,50% + 1 of received ballots,FYP 2018-150,990,In Favour,225,Yes
781706,118 Everden Rd,Front Yard Parking,0,26,42,21,10,25% of ballots received by voters,0,39,3,5,2018-10-18,0,42,2021-10-19,2018-09-18,14,50% + 1 of received ballots,FYP 2018-151,991,In Favour,51,Yes
781707,68 Hilton Ave,Front Yard Parking,1,37,78,24,19,25% of ballots received by voters,4,76,2,8,2018-10-19,0,78,2021-10-20,2018-09-19,20,50% + 1 of received ballots,FYP 2018-152,992,In Favour,86,Yes
781708,,Permit Parking,0,24,54,18,12,25% of ballots received by voters,4,47,7,2,2018-10-20,0,54,2020-10-21,2018-09-20,13,50% + 1 of received ballots,PPP 2018-153,993,In Favour,59,Yes
781709,,Permit Parking,0,77,214,49,53,25% of ballots received by voters,13,209,5,15,2019-01-04,0,214,2021-01-05,2018-12-05,40,50% + 1 of received ballots,PPP 2018-154,994,In Favour,229,Yes
781710,,Traffic Calming,0,309,526,160,262,50% + 1 of ballots received by voters,133,522,4,16,2019-01-03,0,526,2021-01-04,2018-12-04,186,60% of received ballots,TCP 2018-155,995,Opposed,571,Yes
781711,,Traffic Calming,0,82,128,64,65,50% + 1 of ballots received by voters,12,128,0,6,2019-01-09,0,128,2021-01-10,2018-12-10,50,60% of received ballots,TCP 2018-156,996,In Favour,142,Yes
781712,545 Arlington Ave,Front Yard Parking,0,41,121,38,30,25% of ballots received by voters,0,118,3,3,2019-01-03,0,121,2022-01-04,2018-12-04,22,50% + 1 of received ballots,FYP 2018-157,997,In Favour,141,Yes
781713,103 Holwood Ave,Front Yard Parking,0,40,68,35,17,25% of ballots received by voters,2,68,0,3,2019-01-04,0,68,2022-01-05,2018-12-05,21,50% + 1 of received ballots,FYP 2018-158,998,In Favour,86,Yes
781714,1091 Queen St E,Boulevard Cafe,0,29,83,18,20,25% of ballots received by voters,10,77,6,1,2019-01-04,0,83,2021-01-05,2018-12-05,16,50% + 1 of received ballots,BCP 2018-159,999,In Favour,94,Yes
781715,1975 Queen St E,Boulevard Cafe,0,26,74,19,19,25% of ballots received by voters,6,74,0,1,2019-01-05,1,74,2021-01-06,2018-12-06,14,50% + 1 of received ballots,BCP 2018-160,1000,In Favour,80,Yes
781716,11 River St,Commercial Boulevard Parking,0,8,18,2,5,25% of ballots received by voters,6,17,1,0,2019-01-16,0,18,2021-01-17,2018-12-17,5,50% + 1 of received ballots,CBP 2018-161,1001,Opposed,19,Yes
781717,177 Glenview Ave,Front Yard Parking,0,68,83,59,21,25% of ballots received by voters,3,81,2,6,2019-01-09,0,83,2022-01-10,2018-12-10,35,50% + 1 of received ballots,FYP 2018-162,1002,In Favour,92,Yes
781718,148 Glebeholme Blvd,Front Yard Parking,0,34,59,30,15,25% of ballots received by voters,1,59,0,3,2019-01-11,0,59,2022-01-12,2018-12-12,18,50% + 1 of received ballots,FYP 2018-163,1003,In Favour,65,Yes
781719,37 Wolverton Ave,Front Yard Parking,0,42,74,33,19,25% of ballots received by voters,7,74,0,2,2019-01-10,0,74,2022-01-11,2018-12-11,22,50% + 1 of received ballots,FYP 2018-164,1004,In Favour,81,Yes
781720,10 Watford Ave,Front Yard Parking,0,29,68,22,16,25% of ballots received by voters,7,62,6,0,2019-01-10,0,68,2022-01-11,2018-12-11,16,50% + 1 of received ballots,FYP 2018-165,1005,In Favour,74,Yes
781721,68 Glencairn Ave,Front Yard Parking,0,39,75,29,19,25% of ballots received by voters,9,75,0,1,2019-01-16,0,75,2022-01-17,2018-12-17,21,50% + 1 of received ballots,FYP 2018-166,1006,In Favour,91,Yes
781722,268 Jedburgh Rd,Front Yard Parking,0,13,16,10,4,25% of ballots received by voters,1,16,0,2,2019-01-12,0,16,2022-01-13,2018-12-13,8,50% + 1 of received ballots,FYP 2018-167,1007,In Favour,17,Yes
781723,30 Harwood Rd,Front Yard Parking,0,19,35,16,9,25% of ballots received by voters,0,35,0,3,2019-01-11,2,35,2022-01-12,2018-12-12,11,50% + 1 of received ballots,FYP 2018-168,1008,In Favour,36,Yes
781724,48 Pickering St,Front Yard Parking,0,43,97,31,23,25% of ballots received by voters,8,92,5,4,2019-01-11,1,97,2022-01-12,2018-12-12,23,50% + 1 of received ballots,FYP 2018-169,1009,In Favour,105,Yes
781725,21 Sylvan Ave (former Toronto),Front Yard Parking,0,23,60,20,15,25% of ballots received by voters,1,57,3,2,2019-01-12,0,60,2022-01-13,2018-12-13,13,50% + 1 of received ballots,FYP 2018-170,1010,In Favour,95,Yes
781726,,Traffic Calming,0,30,108,18,54,50% + 1 of ballots received by voters,11,105,3,1,2019-01-16,0,108,2021-01-17,2018-12-17,N/A,60% of received ballots,TCP 2018-172,1012,Response Rate Not Met,122,No
781727,,Traffic Calming,0,0,5,0,4,50% + 1 of ballots received by voters,0,5,0,0,2019-01-17,0,5,2021-01-18,2018-12-18,N/A,60% of received ballots,TCP 2018-173,1013,Response Rate Not Met,6,No
781728,,Permit Parking,0,24,56,8,14,25% of ballots received by voters,16,56,0,0,2019-01-18,0,56,2021-01-19,2018-12-19,13,50% + 1 of received ballots,PPP 2018-174,1014,Opposed,70,Yes
781729,9 Watford Ave,Front Yard Parking,0,27,68,16,15,25% of ballots received by voters,6,58,10,5,2019-01-17,0,68,2022-01-18,2018-12-18,15,50% + 1 of received ballots,FYP 2018-175,1015,In Favour,74,Yes
781730,36 Hendrick Ave,Front Yard Parking,0,48,90,25,21,25% of ballots received by voters,13,81,9,10,2019-01-19,0,90,2022-01-20,2018-12-20,25,50% + 1 of received ballots,FYP 2018-176,1016,In Favour,152,Yes
781731,140 Kenwood Ave,Front Yard Parking,0,26,81,23,21,25% of ballots received by voters,2,81,0,1,2019-01-19,0,81,2022-01-20,2018-12-20,14,50% + 1 of received ballots,FYP 2018-177,1017,In Favour,104,Yes
781732,623 Mount Pleasant Rd,Boulevard Cafe,0,20,34,20,9,25% of ballots received by voters,0,34,0,0,2019-02-23,0,34,2021-02-24,2019-01-24,11,50% + 1 of received ballots,BCP 2019-001,1018,In Favour,39,Yes
781733,59 Humewood Dr,Front Yard Parking,0,38,61,30,14,25% of ballots received by voters,0,56,5,8,2019-02-16,0,61,2022-02-17,2019-01-17,20,50% + 1 of received ballots,FYP 2019-002,1019,In Favour,80,Yes
781734,29 Connie St,Commercial Boulevard Parking,0,16,31,4,8,25% of ballots received by voters,9,31,0,3,2019-02-23,0,31,2021-02-24,2019-01-24,9,50% + 1 of received ballots,CBP 2019-003,1020,Opposed,49,Yes
781735,25 Hanson Rd,Front Yard Parking,0,22,49,21,13,25% of ballots received by voters,0,49,0,1,2019-02-21,0,49,2022-02-22,2019-01-22,12,50% + 1 of received ballots,FYP 2019-004,1021,In Favour,57,Yes
781736,226 Lawrence Ave W,Commercial Boulevard Parking,0,4,9,4,3,25% of ballots received by voters,0,9,0,0,2019-02-28,0,9,2021-03-01,2019-01-29,3,50% + 1 of received ballots,CBP 2019-005,1022,In Favour,16,Yes
781737,,Permit Parking,0,35,80,21,20,25% of ballots received by voters,13,77,3,1,2019-02-28,0,80,2021-03-01,2019-01-29,19,50% + 1 of received ballots,PPP 2019-006,1023,In Favour,91,Yes
781738,132 Chiltern Hill Rd,Front Yard Parking,0,22,55,22,14,25% of ballots received by voters,0,54,1,0,2019-03-01,1,55,2022-03-02,2019-01-30,12,50% + 1 of received ballots,FYP 2019-007,1024,In Favour,58,Yes
781739,350 Lauder Ave,Front Yard Parking,0,42,106,41,26,25% of ballots received by voters,0,102,4,1,2019-02-28,0,106,2022-03-01,2019-01-29,22,50% + 1 of received ballots,FYP 2019-008,1025,In Favour,138,Yes
781740,96 Ava Rd,Front Yard Parking,0,12,31,9,8,25% of ballots received by voters,3,31,0,0,2019-02-27,0,31,2022-02-28,2019-01-28,7,50% + 1 of received ballots,FYP 2019-009,1026,In Favour,32,Yes
781741,,Traffic Calming,0,65,122,52,62,50% + 1 of ballots received by voters,8,121,1,5,2019-02-27,0,122,2021-02-28,2019-01-28,39,60% of received ballots,TCP 2019-010,1027,In Favour,146,Yes
781742,,Traffic Calming,0,13,58,8,26,50% + 1 of ballots received by voters,4,49,9,1,2019-03-06,0,58,2021-03-07,2019-02-04,N/A,60% of received ballots,TCP 2019-011,1028,Response Rate Not Met,64,No
781743,513 Sammon Ave,Front Yard Parking,0,47,80,42,20,25% of ballots received by voters,0,78,2,5,2019-03-07,0,80,2022-03-08,2019-02-05,25,50% + 1 of received ballots,FYP 2019-012,1029,In Favour,93,Yes
781744,,Traffic Calming,0,36,44,33,23,50% + 1 of ballots received by voters,3,44,0,0,2019-03-06,0,44,2021-03-07,2019-02-04,22,60% of received ballots,TCP 2019-013,1030,In Favour,50,Yes
781745,,Traffic Calming,0,31,59,14,31,50% + 1 of ballots received by voters,17,59,0,0,2019-03-13,0,59,2021-03-14,2019-02-11,19,60% of received ballots,TCP 2019-014,1031,Opposed,63,Yes
781746,98 Watson Ave,Front Yard Parking,0,62,92,55,23,25% of ballots received by voters,2,92,0,5,2019-03-16,0,92,2022-03-17,2019-02-14,32,50% + 1 of received ballots,FYP 2019-015,1032,In Favour,95,Yes
781747,20 Sunnybrook Rd,Front Yard Parking,0,25,36,20,9,25% of ballots received by voters,1,34,2,4,2019-03-16,0,36,2022-03-17,2019-02-14,14,50% + 1 of received ballots,FYP 2019-016,1033,In Favour,42,Yes
781748,800 Dundas St W,Boulevard Cafe,0,23,148,9,35,25% of ballots received by voters,12,139,9,2,2019-03-30,0,148,2021-03-31,2019-02-28,N/A,50% + 1 of received ballots,BCP 2019-017,1034,Response Rate Not Met,190,No
781749,191 College St (former Toronto),Boulevard Cafe,0,27,69,2,17,25% of ballots received by voters,25,66,3,0,2019-04-05,0,69,2021-04-06,2019-03-06,15,50% + 1 of received ballots,BCP 2019-018,1035,Opposed,93,Yes
781750,768 Dundas St W,Boulevard Cafe,0,48,152,18,33,25% of ballots received by voters,28,132,20,2,2019-04-19,0,152,2021-04-20,2019-03-20,25,50% + 1 of received ballots,BCP 2019-019,1036,Opposed,194,Yes
781751,997 Bay St,Boulevard Cafe,0,275,1878,100,439,25% of ballots received by voters,151,1753,125,24,2019-04-13,0,1878,2021-04-14,2019-03-14,N/A,50% + 1 of received ballots,BCP 2019-020,1037,Response Rate Not Met,7009,No
781752,,Traffic Calming,1,297,539,197,264,50% + 1 of ballots received by voters,68,527,12,31,2019-04-10,0,539,2021-04-11,2019-03-11,179,60% of received ballots,TCP 2019-021,1038,In Favour,591,Yes
781753,,Traffic Calming,3,128,202,79,99,50% + 1 of ballots received by voters,42,199,3,4,2019-04-24,0,202,2021-04-25,2019-03-25,77,60% of received ballots,TCP 2019-022,1040,In Favour,250,Yes
781754,,Traffic Calming,0,126,221,61,108,50% + 1 of ballots received by voters,50,214,7,15,2019-04-27,0,221,2021-04-28,2019-03-28,76,60% of received ballots,TCP 2019-024,1042,Opposed,246,Yes
781755,178 Duplex Ave (former Toronto),Front Yard Parking,0,11,19,9,5,25% of ballots received by voters,2,19,0,0,2019-04-24,0,19,2022-04-25,2019-03-25,7,50% + 1 of received ballots,FYP 2019-025,1043,In Favour,21,Yes
781756,110 Kennedy Ave,Front Yard Parking,0,44,74,42,18,25% of ballots received by voters,0,72,2,2,2019-05-02,2,74,2022-05-03,2019-04-02,23,50% + 1 of received ballots,FYP 2019-026,1044,In Favour,98,Yes
781757,338 Durie St,Front Yard Parking,0,55,105,40,26,25% of ballots received by voters,10,103,2,5,2019-05-02,0,105,2022-05-03,2019-04-02,29,50% + 1 of received ballots,FYP 2019-027,1045,In Favour,113,Yes
781758,62 Benson Ave,Front Yard Parking,0,20,34,16,8,25% of ballots received by voters,0,32,2,4,2019-04-19,0,34,2022-04-20,2019-03-20,11,50% + 1 of received ballots,FYP 2019-028,1046,In Favour,40,Yes
781759,108 Colbeck St,Front Yard Parking,0,24,47,19,12,25% of ballots received by voters,4,47,0,1,2019-05-01,0,47,2022-05-02,2019-04-01,13,50% + 1 of received ballots,FYP 2019-029,1047,In Favour,52,Yes
781760,1638 Bloor St W,Boulevard Cafe,0,43,137,23,34,25% of ballots received by voters,16,136,1,4,2019-05-04,0,137,2021-05-05,2019-04-04,23,50% + 1 of received ballots,BCP 2019-031,1049,In Favour,214,Yes
781761,,Traffic Calming,0,124,369,81,167,50% + 1 of ballots received by voters,22,331,38,21,2019-05-09,0,369,2021-05-10,2019-04-09,N/A,60% of received ballots,TCP 2019-032,1050,Response Rate Not Met,465,No
781762,,Traffic Calming,0,165,539,67,262,50% + 1 of ballots received by voters,66,522,17,32,2019-05-11,2,539,2021-05-12,2019-04-11,N/A,60% of received ballots,TCP 2019-033,1051,Response Rate Not Met,681,No
781763,33 Florence Cres,Front Yard Parking,0,28,56,21,13,25% of ballots received by voters,0,51,5,7,2019-05-02,0,56,2022-05-03,2019-04-02,15,50% + 1 of received ballots,FYP 2019-034,1052,In Favour,66,Yes
